CPU Reset (CPU 0)
 V      =   0
 pc       0000000000000000
 mhartid  0000000000000000
 mstatus  0000000000000000
 hstatus  0000000200000000
 vsstatus 0000000000000000
 mip      0000000000000000
 mie      0000000000000000
 mideleg  0000000000001444
 hideleg  0000000000000000
 medeleg  0000000000000000
 hedeleg  0000000000000000
 mtvec    0000000000000000
 stvec    0000000000000000
 vstvec   0000000000000000
 mepc     0000000000000000
 sepc     0000000000000000
 vsepc    0000000000000000
 mcause   0000000000000000
 scause   0000000000000000
 vscause  0000000000000000
 mtval    0000000000000000
 stval    0000000000000000
 htval    0000000000000000
 mtval2   0000000000000000
 mscratch 0000000000000000
 sscratch 0000000000000000
 satp     0000000000000000
 x0/zero  0000000000000000 x1/ra    0000000000000000 x2/sp    0000000000000000 x3/gp    0000000000000000
 x4/tp    0000000000000000 x5/t0    0000000000000000 x6/t1    0000000000000000 x7/t2    0000000000000000
 x8/s0    0000000000000000 x9/s1    0000000000000000 x10/a0   0000000000000000 x11/a1   0000000000000000
 x12/a2   0000000000000000 x13/a3   0000000000000000 x14/a4   0000000000000000 x15/a5   0000000000000000
 x16/a6   0000000000000000 x17/a7   0000000000000000 x18/s2   0000000000000000 x19/s3   0000000000000000
 x20/s4   0000000000000000 x21/s5   0000000000000000 x22/s6   0000000000000000 x23/s7   0000000000000000
 x24/s8   0000000000000000 x25/s9   0000000000000000 x26/s10  0000000000000000 x27/s11  0000000000000000
 x28/t3   0000000000000000 x29/t4   0000000000000000 x30/t5   0000000000000000 x31/t6   0000000000000000
CPU Reset (CPU 0)
 V      =   0
 pc       0000000000001000
 mhartid  0000000000000000
 mstatus  0000000a00000000
 hstatus  0000000200000000
 vsstatus 0000000a00000000
 mip      0000000000000080
 mie      0000000000000000
 mideleg  0000000000001444
 hideleg  0000000000000000
 medeleg  0000000000000000
 hedeleg  0000000000000000
 mtvec    0000000000000000
 stvec    0000000000000000
 vstvec   0000000000000000
 mepc     0000000000000000
 sepc     0000000000000000
 vsepc    0000000000000000
 mcause   0000000000000000
 scause   0000000000000000
 vscause  0000000000000000
 mtval    0000000000000000
 stval    0000000000000000
 htval    0000000000000000
 mtval2   0000000000000000
 mscratch 0000000000000000
 sscratch 0000000000000000
 satp     0000000000000000
 x0/zero  0000000000000000 x1/ra    0000000000000000 x2/sp    0000000000000000 x3/gp    0000000000000000
 x4/tp    0000000000000000 x5/t0    0000000000000000 x6/t1    0000000000000000 x7/t2    0000000000000000
 x8/s0    0000000000000000 x9/s1    0000000000000000 x10/a0   0000000000000000 x11/a1   0000000000000000
 x12/a2   0000000000000000 x13/a3   0000000000000000 x14/a4   0000000000000000 x15/a5   0000000000000000
 x16/a6   0000000000000000 x17/a7   0000000000000000 x18/s2   0000000000000000 x19/s3   0000000000000000
 x20/s4   0000000000000000 x21/s5   0000000000000000 x22/s6   0000000000000000 x23/s7   0000000000000000
 x24/s8   0000000000000000 x25/s9   0000000000000000 x26/s10  0000000000000000 x27/s11  0000000000000000
 x28/t3   0000000000000000 x29/t4   0000000000000000 x30/t5   0000000000000000 x31/t6   0000000000000000
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x0000000080009c50, tval:0x000000003c0028f3, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000ae94, tval:0x00000000b1302873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000aed0, tval:0x00000000b1402873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000af0c, tval:0x00000000b1502873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000af48, tval:0x00000000b1602873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000af84, tval:0x00000000b1702873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000afc0, tval:0x00000000b1802873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000affc, tval:0x00000000b1902873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b038, tval:0x00000000b1a02873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b074, tval:0x00000000b1b02873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b0b0, tval:0x00000000b1c02873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b0ec, tval:0x00000000b1d02873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b128, tval:0x00000000b1e02873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b164, tval:0x00000000b1f02873, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b21c, tval:0x00000000da002573, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b270, tval:0x00000000fb002573, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b2ce, tval:0x0000000030c02573, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000002, epc:0x000000008000b2fc, tval:0x0000000032102673, desc=illegal_instruction
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000003, epc:0x000000008000e034, tval:0x0000000000000000, desc=breakpoint
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000009, epc:0x0000000082000db4, tval:0x0000000000000000, desc=supervisor_ecall
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000009, epc:0x0000000082000db4, tval:0x0000000000000000, desc=supervisor_ecall
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000009, epc:0x0000000082000db4, tval:0x0000000000000000, desc=supervisor_ecall
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000009, epc:0x0000000082000db4, tval:0x0000000000000000, desc=supervisor_ecall
riscv_cpu_do_interrupt: hart:0, async:0, cause:0000000000000009, epc:0x0000000082000db4, tval:0x0000000000000000, desc=supervisor_ecall
